"","county","year","crimerate","arrest","conviction","prison","sentence","police","popdensity","taxrevenue","region","urban","minority","mix","youngmale","wage","policelag1","policelag2","policelag3","policelag4","policelag5","policelag6"
"268","87","82",0.0294296,0.253551,0.218487,0.294872,8.49,0.0014422,0.8486487,24.91894,"west","no",2.69921,0.1264,0.0809623,268.375544444444,0.0014799,NA,NA,NA,NA,NA
"269","87","83",0.0292305,0.264685,0.36631,0.335766,10.33,0.0014274,0.8468469,24.4748,"west","no",2.69921,0.1340289,0.0810046,284.137877777778,0.0014422,0.0014799,NA,NA,NA,NA
"270","87","84",0.0299963,0.264177,0.340314,0.376923,10.16,0.0014936,0.8576577,26.70727,"west","no",2.69921,0.1394799,0.0810737,295.654922222222,0.0014274,0.0014422,0.0014799,NA,NA,NA
"271","87","85",0.0302089,0.284615,0.36855,0.4,9.06,0.0014999,0.863063,29.33097,"west","no",2.69921,0.1206897,0.0805624,318.890022222222,0.0014936,0.0014274,0.0014422,0.0014799,NA,NA
"272","87","86",0.0235257,0.267081,0.574751,0.254335,10.19,0.0016909,0.8738739,26.66372,"west","no",2.69921,0.0723121,0.0782809,363.712766666667,0.0014999,0.0014936,0.0014274,0.0014422,0.0014799,NA
"273","87","87",0.0286781,0.215108,0.548495,0.341463,11.11,0.0016918,0.8648649,32.82694,"west","no",2.69921,0.0979463,0.0760089,348.3749,0.0016909,0.0014999,0.0014936,0.0014274,0.0014422,0.0014799
"274","89","81",0.0268278,0.341525,0.391144,0.40566,10.85,0.0009298,1.614973,18.84713,"west","no",4.31205,0.0884774,0.0715268,259.630633333333,NA,NA,NA,NA,NA,NA
"275","89","82",0.0290652,0.26797,0.379828,0.372881,6.89,0.0010697,1.657754,27.23189,"west","no",4.31205,0.1314248,0.0715658,277.648688888889,0.0009298,NA,NA,NA,NA,NA
"276","89","83",0.0266806,0.270304,0.348624,0.447368,8.86,0.0010752,1.68984,30.73221,"west","no",4.31205,0.1002728,0.0715677,287.872222222222,0.0010697,0.0009298,NA,NA,NA,NA
"277","89","84",0.0222881,0.340877,0.43361,0.363636,7.33,0.0012452,1.735294,26.14107,"west","no",4.31205,0.0639579,0.0715863,300.154533333333,0.0010752,0.0010697,0.0009298,NA,NA,NA
"278","89","85",0.0268714,0.287106,0.483034,0.392562,6.35,0.0012165,1.770054,28.85487,"west","no",4.31205,0.0685854,0.0711765,317.651766666667,0.0012452,0.0010752,0.0010697,0.0009298,NA,NA
"279","89","86",0.0286617,0.229837,0.488532,0.394366,7.94,0.0012389,1.796791,31.06963,"west","no",4.31205,0.0833809,0.0695144,329.736933333333,0.0012165,0.0012452,0.0010752,0.0010697,0.0009298,NA
"280","89","87",0.0283836,0.296646,0.386926,0.415525,5.51,0.0012645,1.815508,32.48096,"west","no",4.31205,0.0909091,0.0679534,350.682844444444,0.0012389,0.0012165,0.0012452,0.0010752,0.0010697,0.0009298
"281","91","81",0.0327883,0.341398,0.456693,0.491379,10.13,0.0014543,0.6573034,22.85382,"other","no",56.8085,0.1679749,0.1008849,226.335355555556,NA,NA,NA,NA,NA,NA
"282","91","82",0.0339434,0.36457,0.366197,0.471154,8.87,0.0014815,0.6601124,21.45942,"other","no",56.8085,0.1752266,0.098717,238.652666666667,0.0014543,NA,NA,NA,NA,NA
"283","91","83",0.028893,0.335821,0.368889,0.518072,13.02,0.0015525,0.6657304,24.80972,"other","no",56.8085,0.1631944,0.0965079,252.516188888889,0.0014815,0.0014543,NA,NA,NA,NA
"284","91","84",0.0292986,0.345133,0.636752,0.348993,6.11,0.0013828,0.6685393,26.99935,"other","no",56.8085,0.1133005,0.0943325,262.527622222222,0.0015525,0.0014815,0.0014543,NA,NA,NA
"285","91","85",0.0265877,0.281201,0.55618,0.505051,10.04,0.0014281,0.6713483,27.81343,"other","no",56.8085,0.1405405,0.0921553,283.815155555556,0.0013828,0.0015525,0.0014815,0.0014543,NA,NA
"286","91","86",0.0315165,0.354111,0.404494,0.37963,11.1,0.001463,0.6769663,29.66648,"other","no",56.8085,0.1726283,0.0896924,293.457411111111,0.0014281,0.0013828,0.0015525,0.0014815,0.0014543,NA
"287","91","87",0.0384263,0.343074,0.589905,0.454545,8.79,0.0016219,0.6713483,31.85298,"other","no",56.8085,0.098692,0.0872923,310.875222222222,0.001463,0.0014281,0.0013828,0.0015525,0.0014815,0.0014543
"288","93","81",0.0371141,0.332464,0.694118,0.367232,7.84,0.0013549,0.5370844,18.71499,"other","no",58.0827,0.0957143,0.1034976,205.9457,NA,NA,NA,NA,NA,NA
"289","93","82",0.031241,0.31853,0.572115,0.336134,5.05,0.0013396,0.5498721,20.1722,"other","no",58.0827,0.1476274,0.0998652,212.595722222222,0.0013549,NA,NA,NA,NA,NA
"290","93","83",0.0292154,0.327391,0.658416,0.421053,7.46,0.0013258,0.5575448,20.23131,"other","no",58.0827,0.1259124,0.0963136,223.523544444444,0.0013396,0.0013549,NA,NA,NA,NA
"291","93","84",0.0336595,0.316285,0.46383,0.40367,7.15,0.0013138,0.567775,21.97551,"other","no",58.0827,0.1040119,0.0928974,399.5436,0.0013258,0.0013396,0.0013549,NA,NA,NA
"292","93","85",0.0313736,0.308782,0.513761,0.464286,5.29,0.0013776,0.5780051,24.93946,"other","no",58.0827,0.180602,0.0901013,243.259666666667,0.0013138,0.0013258,0.0013396,0.0013549,NA,NA
"293","93","86",0.0384803,0.317552,0.447273,0.439024,8.11,0.0015108,0.5933504,25.51297,"other","no",58.0827,0.1639785,0.088248,258.097322222222,0.0013776,0.0013138,0.0013258,0.0013396,0.0013549,NA
"294","93","87",0.0362222,0.338902,0.573944,0.484663,5.45,0.0014264,0.6112532,27.47967,"other","no",58.0827,0.18529,0.086337,275.515333333333,0.0015108,0.0013776,0.0013138,0.0013258,0.0013396,0.0013549
"295","97","81",0.0417355,0.292683,0.428431,0.352403,10.78,0.0015449,1.458188,16.17589,"central","no",18.4012,0.0634727,0.0838441,250.9314,NA,NA,NA,NA,NA,NA
"296","97","82",0.0427797,0.267091,0.498446,0.451143,7.4,0.0015511,1.472125,17.50915,"central","no",18.4012,0.0721068,0.082835,261.167044444444,0.0015449,NA,NA,NA,NA,NA
"297","97","83",0.0363496,0.245003,0.552632,0.32381,8.26,0.001453,1.479094,18.66088,"central","no",18.4012,0.0808362,0.0818596,279.534433333333,0.0015511,0.0015449,NA,NA,NA,NA
"298","97","84",0.0345321,0.335916,0.580742,0.369603,6.83,0.0015125,1.506969,21.04983,"central","no",18.4012,0.0757246,0.0808793,294.185844444444,0.001453,0.0015511,0.0015449,NA,NA,NA
"299","97","85",0.035918,0.270653,0.679335,0.382867,6.46,0.0015471,1.522648,23.34746,"central","no",18.4012,0.085485,0.0797813,308.749988888889,0.0015125,0.001453,0.0015511,0.0015449,NA,NA
"300","97","86",0.0408816,0.240819,0.633295,0.360294,6.29,0.0015243,1.54007,29.61374,"central","no",18.4012,0.0921617,0.0781216,324.109388888889,0.0015471,0.0015125,0.001453,0.0015511,0.0015449,NA
"301","97","87",0.0334506,0.302231,0.595078,0.409774,6.62,0.0015267,1.566202,29.9704,"central","no",18.4012,0.0843109,0.0765543,345.358555555556,0.0015243,0.0015471,0.0015125,0.001453,0.0015511,0.0015449
"302","99","81",0.0186696,0.117886,0.655172,0.210526,17.03,0.001442,0.5356416,34.26277,"west","no",14.2846,0.022869,0.1398492,229.242944444444,NA,NA,NA,NA,NA,NA
"303","99","82",0.0198469,0.141777,1.02667,0.168831,8.64,0.0010505,0.5397149,27.10898,"west","no",14.2846,0.0173077,0.1384929,241.924755555556,0.001442,NA,NA,NA,NA,NA
"304","99","83",0.0155948,0.0595238,1.88,0.148936,7.71,0.0014481,0.5437882,25.96327,"west","no",14.2846,0.0071942,0.1370642,258.952011111111,0.0010505,0.001442,NA,NA,NA,NA
"305","99","84",0.0150138,0.117647,0.8125,0.461538,7.79,0.0015087,0.5498981,29.26582,"west","no",14.2846,0.002457,0.1357365,270.898166666667,0.0014481,0.0010505,0.001442,NA,NA,NA
"306","99","85",0.0132968,0.115152,1.78947,0.323529,5.45,0.0015714,0.5498981,33.76451,"west","no",14.2846,0.0185185,0.1341441,285.124644444444,0.0015087,0.0014481,0.0010505,0.001442,NA,NA
"307","99","86",0.0185803,0.12035,0.781818,0.209302,4.55,0.0017482,0.5417515,36.57437,"west","no",14.2846,0.0316027,0.1314958,293.582744444444,0.0015714,0.0015087,0.0014481,0.0010505,0.001442,NA
"308","99","87",0.0171865,0.153846,1.23438,0.556962,14.75,0.0018591,0.5478615,39.57348,"west","no",14.2846,0.0196078,0.1289471,308.2973,0.0017482,0.0015714,0.0015087,0.0014481,0.0010505,0.001442
"309","101","81",0.0306114,0.173853,0.906667,0.476471,8.14,0.0012205,0.9018868,21.78304,"other","no",20.9479,0.0932117,0.0823628,223.862044444444,NA,NA,NA,NA,NA,NA
"310","101","82",0.0331686,0.183908,0.708333,0.437908,6.53,0.0012567,0.9119497,23.4032,"other","no",20.9479,0.113798,0.0813729,235.073088888889,0.0012205,NA,NA,NA,NA,NA
"311","101","83",0.0284245,0.184366,0.813333,0.370492,6.83,0.0012437,0.9207547,35.10997,"other","no",20.9479,0.1090512,0.0804222,246.903411111111,0.0012567,0.0012205,NA,NA,NA,NA
"312","101","84",0.0300807,0.182151,0.660804,0.43346,6.29,0.0012666,0.9433962,26.62699,"other","no",20.9479,0.0700637,0.0794602,260.263144444444,0.0012437,0.0012567,0.0012205,NA,NA,NA
"313","101","85",0.0315835,0.159032,0.682065,0.513944,6.3,0.0013649,0.9672956,30.86513,"other","no",20.9479,0.0643974,0.0784658,281.243333333333,0.0012666,0.0012437,0.0012567,0.0012205,NA,NA
"314","101","86",0.0377065,0.41939,0.246575,0.423611,7.34,0.001381,0.9836478,32.66481,"other","no",20.9479,0.0908735,0.0772581,295.9964,0.0013649,0.0012666,0.0012437,0.0012567,0.0012205,NA
"315","101","87",0.0409403,0.149936,0.571429,0.473881,9.65,0.0014005,0.9962264,34.87021,"other","no",20.9479,0.0944717,0.0760945,313.189388888889,0.001381,0.0013649,0.0012666,0.0012437,0.0012567,0.0012205
"316","105","81",0.0626787,0.255328,0.437396,0.465649,7.51,0.0018435,1.436293,49.78291,"central","no",23.5498,0.1777108,0.0855046,236.522733333333,NA,NA,NA,NA,NA,NA
"317","105","82",0.0579285,0.278614,0.523732,0.521875,4.61,0.0017698,1.459459,30.13122,"central","no",23.5498,0.1188776,0.0838366,261.057933333333,0.0018435,NA,NA,NA,NA,NA
"318","105","83",0.0482863,0.266919,0.476673,0.519149,7.6,0.0018039,1.482625,29.8472,"central","no",23.5498,0.1310471,0.0823588,274.560711111111,0.0017698,0.0018435,NA,NA,NA,NA
"319","105","84",0.0354481,0.3,0.459854,0.486772,4.32,0.0018112,1.517375,31.29449,"central","no",23.5498,0.123872,0.0809147,287.7971,0.0018039,0.0017698,0.0018435,NA,NA,NA
"320","105","85",0.0445928,0.268571,0.493617,0.49569,6.91,0.0018347,1.567568,34.21838,"central","no",23.5498,0.1225144,0.0791262,300.173411111111,0.0018112,0.0018039,0.0017698,0.0018435,NA,NA
"321","105","86",0.0504341,0.294377,0.342193,0.495146,6.49,0.001751,1.598456,36.2758,"central","no",23.5498,0.1060032,0.0763651,315.015466666667,0.0018347,0.0018112,0.0018039,0.0017698,0.0018435,NA
"322","105","87",0.0514152,0.3814,0.384236,0.38141,8.81,0.0019561,1.598456,67.84798,"central","no",23.5498,0.1036807,0.0736592,330.884622222222,0.001751,0.0018347,0.0018112,0.0018039,0.0017698,0.0018435
"323","107","81",0.0434509,0.231735,0.328407,0.565,9.3,0.0015707,1.495025,22.94168,"other","no",39.0478,0.08107,0.0864914,253.638022222222,NA,NA,NA,NA,NA,NA
"324","107","82",0.0465892,0.225263,0.53271,0.274854,9.31,0.0015857,1.495025,31.04842,"other","no",39.0478,0.1085181,0.0845033,265.103377777778,0.0015707,NA,NA,NA,NA,NA
"325","107","83",0.0489079,0.246113,0.302419,0.475556,7.33,0.0016179,1.507463,25.58458,"other","no",39.0478,0.1162791,0.0825023,278.285733333333,0.0015857,0.0015707,NA,NA,NA,NA
"326","107","84",0.0479757,0.233999,0.341534,0.45339,8.17,0.0016084,1.50995,26.09953,"other","no",39.0478,0.117291,0.0805014,289.177377777778,0.0016179,0.0015857,0.0015707,NA,NA,NA
"327","107","85",0.0451353,0.295413,0.275776,0.495495,6.81,0.0016232,1.504975,28.94897,"other","no",39.0478,0.1283644,0.0785185,303.166155555556,0.0016084,0.0016179,0.0015857,0.0015707,NA,NA
"328","107","86",0.0450373,0.306499,0.26988,0.375,7.85,0.0016465,1.497512,31.71595,"other","no",39.0478,0.1450317,0.0765499,314.510055555556,0.0016232,0.0016084,0.0016179,0.0015857,0.0015707,NA
"329","107","87",0.0497552,0.212895,0.364353,0.450216,8.47,0.0016875,1.502488,53.17796,"other","no",39.0478,0.1191282,0.0745552,327.459955555555,0.0016465,0.0016232,0.0016084,0.0016179,0.0015857,0.0015707
"330","109","81",0.0149547,0.307573,0.497487,0.414141,9.16,0.001017,1.439597,19.04224,"central","no",9.68564,0.1636691,0.0841339,245.475688888889,NA,NA,NA,NA,NA,NA
"331","109","82",0.0174821,0.207843,0.471698,0.413333,7.24,0.0010741,1.45302,20.60895,"central","no",9.68564,0.141791,0.0841221,253.596944444444,0.001017,NA,NA,NA,NA,NA
"332","109","83",0.018975,0.234803,0.527919,0.375,7.85,0.0011082,1.463087,27.82133,"central","no",9.68564,0.135318,0.0840211,261.0256,0.0010741,0.001017,NA,NA,NA,NA
"333","109","84",0.0193141,0.221963,0.473684,0.555556,8.89,0.0011958,1.493289,24.29875,"central","no",9.68564,0.1428571,0.0840198,275.973988888889,0.0011082,0.0010741,0.001017,NA,NA,NA
"334","109","85",0.0199467,0.244344,0.518519,0.446429,13.45,0.0010831,1.533557,26.42612,"central","no",9.68564,0.2093023,0.0836018,290.608533333333,0.0011958,0.0011082,0.0010741,0.001017,NA,NA
"335","109","86",0.0178687,0.34625,0.418773,0.482759,12.73,0.0011838,1.553691,27.9779,"central","no",9.68564,0.0723861,0.0820287,304.021377777778,0.0010831,0.0011958,0.0011082,0.0010741,0.001017,NA
"336","109","87",0.0230995,0.162769,0.781609,0.411765,9.12,0.0010804,1.59396,27.3216,"central","no",9.68564,0.0542406,0.0805095,322.491311111111,0.0011838,0.0010831,0.0011958,0.0011082,0.0010741,0.001017
"337","111","81",0.0231378,0.321212,0.418868,0.414414,11.96,0.0008694,0.819222,18.53749,"west","no",5.52725,0.1458333,0.0762992,240.194744444444,NA,NA,NA,NA,NA,NA
"338","111","82",0.0207409,0.244652,0.459016,0.547619,10.09,0.0008041,0.8237987,18.7781,"west","no",5.52725,0.1,0.0749438,256.078288888889,0.0008694,NA,NA,NA,NA,NA
"339","111","83",0.0130077,0.352321,0.532934,0.494382,9.07,0.0008233,0.8260869,19.74314,"west","no",5.52725,0.1100703,0.0736378,265.927655555556,0.0008041,0.0008694,NA,NA,NA,NA
"340","111","84",0.012742,0.382979,0.527778,0.515789,7.42,0.0008947,0.8306636,21.92565,"west","no",5.52725,0.0491071,0.0724307,274.597044444444,0.0008233,0.0008041,0.0008694,NA,NA,NA
"341","111","85",0.0144764,0.356725,0.568306,0.346154,6.52,0.0009594,0.8306636,24.46247,"west","no",5.52725,0.0448065,0.0711781,290.878688888889,0.0008947,0.0008233,0.0008041,0.0008694,NA,NA
"342","111","86",0.0170996,0.24547,0.66443,0.363636,5.46,0.0009296,0.8283753,30.43393,"west","no",5.52725,0.0593368,0.0698633,307.2103,0.0009594,0.0008947,0.0008233,0.0008041,0.0008694,NA
"343","111","87",0.0183048,0.202112,0.522388,0.542857,11.06,0.0011872,0.8306636,29.58239,"west","no",5.52725,0.0676328,0.068619,319.934744444444,0.0009296,0.0009594,0.0008947,0.0008233,0.0008041,0.0008694
"344","113","81",0.0121416,0.417671,0.201923,0.52381,7.39,0.0017067,0.410058,22.30019,"west","no",2.39865,0.1635514,0.0964656,207.8053,NA,NA,NA,NA,NA,NA
"345","113","82",0.009353,0.546392,0.141509,0.266667,5.22,0.0014946,0.4216634,22.33325,"west","no",2.39865,0.1686747,0.0954599,223.515688888889,0.0017067,NA,NA,NA,NA,NA
"346","113","83",0.0118809,0.425703,0.122642,0.307692,6.23,0.0017654,0.4313346,21.9329,"west","no",2.39865,0.1581395,0.0945418,226.013522222222,0.0014946,0.0017067,NA,NA,NA,NA
"347","113","84",0.0111992,0.532,0.225564,0.3,6.56,0.0015679,0.4410058,32.12664,"west","no",2.39865,0.25,0.0936862,227.455211111111,0.0017654,0.0014946,0.0017067,NA,NA,NA
"348","113","85",0.0115498,0.501901,0.19697,0.153846,4.69,0.001537,0.4468085,55.25554,"west","no",2.39865,0.206422,0.0927476,255.725677777778,0.0015679,0.0017654,0.0014946,0.0017067,NA,NA
"349","113","86",0.0111381,0.233463,0.866667,0.346154,7.46,0.0015169,0.4468085,58.84214,"west","no",2.39865,0.0889831,0.0922411,273.415644444444,0.001537,0.0015679,0.0017654,0.0014946,0.0017067,NA
"350","113","87",0.0142071,0.179878,0.220339,0.461538,6.39,0.001516,0.4487427,40.80142,"west","no",2.39865,0.051282,0.0917182,286.838044444444,0.0015169,0.001537,0.0015679,0.0017654,0.0014946,0.0017067
"351","115","81",0.0053566,0.3125,2.8,0.357143,25.83,0.0087044,0.3813747,22.99769,"west","no",1.28365,0.2307692,0.0856251,239.032177777778,NA,NA,NA,NA,NA,NA
"352","115","82",0.0036596,1,1.625,0.461538,16.85,0.0128088,0.3769401,23.71069,"west","no",1.28365,0.1428571,0.0835208,251.320955555556,0.0087044,NA,NA,NA,NA,NA
"353","115","83",0.0018116,2.75,2.27273,0.24,16.07,0.0131341,0.3747228,26.15043,"west","no",1.28365,0.219,0.0813772,269.803522222222,0.0128088,0.0087044,NA,NA,NA,NA
"354","115","84",0.0018815,1,3,0.583333,8.68,0.0150517,0.3813747,29.24986,"west","no",1.28365,0.219,0.0792498,283.327311111111,0.0131341,0.0128088,0.0087044,NA,NA,NA
"355","115","85",0.0047949,0.888889,1.625,0.461538,7,0.0165157,0.3813747,30.33987,"west","no",1.28365,0.5,0.0771637,306.304566666667,0.0150517,0.0131341,0.0128088,0.0087044,NA,NA
"356","115","86",0.0047518,1,2.55556,0.26087,6.94,0.0168955,0.3858093,49.72158,"west","no",1.28365,0.125,0.0748325,325.1184,0.0165157,0.0150517,0.0131341,0.0128088,0.0087044,NA
"357","115","87",0.0055332,1.09091,1.5,0.5,20.7,0.0090543,0.3858093,28.1931,"west","no",1.28365,0.1,0.0725349,347.749822222222,0.0168955,0.0165157,0.0150517,0.0131341,0.0128088,0.0087044
"358","117","81",0.0127531,0.609091,0.651741,0.435115,11.77,0.0005024,0.5704989,29.25831,"other","no",45.4255,0.3414634,0.0809707,230.045744444444,NA,NA,NA,NA,NA,NA
"359","117","82",0.0175385,0.272331,0.928,0.568966,6.84,0.0004585,0.5683297,30.52434,"other","no",45.4255,0.0902613,0.0802754,240.565577777778,0.0005024,NA,NA,NA,NA,NA
"360","117","83",0.0145596,0.319481,0.902439,0.594595,13.25,0.0006807,0.5704989,42.1135,"other","no",45.4255,0.0434783,0.0796038,251.995111111111,0.0004585,0.0005024,NA,NA,NA,NA
"361","117","84",0.0188914,0.261477,1.08397,0.471831,13.64,0.0004902,0.5791757,44.83336,"other","no",45.4255,0.0394191,0.0789394,253.3253,0.0006807,0.0004585,0.0005024,NA,NA,NA
"362","117","85",0.0177404,0.307368,0.924658,0.42963,9.9,0.0005229,0.5791757,49.81863,"other","no",45.4255,0.0969977,0.0782115,274.441666666667,0.0004902,0.0006807,0.0004585,0.0005024,NA,NA
"363","117","86",0.0228867,0.24918,0.769737,0.376068,5.91,0.0007879,0.5791757,38.12263,"other","no",45.4255,0.0834813,0.0772355,286.488166666667,0.0005229,0.0004902,0.0006807,0.0004585,0.0005024,NA
"364","117","87",0.0268723,0.370474,0.793233,0.236967,11.83,0.0011976,0.5813449,38.81493,"other","no",45.4255,0.0748503,0.0763212,302.152488888889,0.0007879,0.0005229,0.0004902,0.0006807,0.0004585,0.0005024
"365","119","81",0.0816495,0.172961,0.218018,0.374204,13.82,0.0018753,7.814394,36.34335,"central","yes",28.546,0.1148375,0.0908055,320.020844444444,NA,NA,NA,NA,NA,NA
"366","119","82",0.0890352,0.175904,0.223615,0.365398,12.73,0.0018468,7.952652,40.45589,"central","yes",28.546,0.1362118,0.0895044,339.253322222222,0.0018753,NA,NA,NA,NA,NA
"367","119","83",0.0854819,0.17228,0.271984,0.301683,11.28,0.0021472,8.045455,39.30305,"central","yes",28.546,0.1482056,0.0882575,362.903133333333,0.0018468,0.0018753,NA,NA,NA,NA
"368","119","84",0.0868929,0.164384,0.288297,0.45268,7.77,0.0018195,8.210227,48.2923,"central","yes",28.546,0.1483757,0.0870462,377.915277777778,0.0021472,0.0018468,0.0018753,NA,NA,NA
"369","119","85",0.0874663,0.151541,0.320506,0.505138,6.41,0.0018105,8.395833,51.41667,"central","yes",28.546,0.1507814,0.0853628,395.568666666667,0.0018195,0.0021472,0.0018468,0.0018753,NA,NA
"370","119","86",0.0913066,0.156771,0.351752,0.488779,6.91,0.0018644,8.579545,72.19592,"central","yes",28.546,0.1747107,0.0822007,413.011044444444,0.0018105,0.0018195,0.0021472,0.0018468,0.0018753,NA
"371","119","87",0.0989659,0.149094,0.3478,0.486183,7.13,0.0022313,8.827652,75.67243,"central","yes",28.546,0.168699,0.079165,441.691422222222,0.0018644,0.0018105,0.0018195,0.0021472,0.0018468,0.0018753
"372","123","81",0.0374067,0.430933,0.276712,0.356436,10.87,0.0015457,0.4632653,22.69097,"central","no",25.9602,0.3050847,0.0877541,231.711944444444,NA,NA,NA,NA,NA,NA
"373","123","82",0.0354991,0.467405,0.265789,0.376238,9.17,0.0014846,0.4653061,21.81546,"central","no",25.9602,0.288431,0.0867443,239.3013,0.0015457,NA,NA,NA,NA,NA
"374","123","83",0.0333204,0.400778,0.355987,0.436364,7.17,0.0016855,0.4755102,39.65294,"central","no",25.9602,0.2577488,0.0856528,251.8182,0.0014846,0.0015457,NA,NA,NA,NA
"375","123","84",0.0302041,0.455192,0.259375,0.445783,6.9,0.0015897,0.4836735,30.32751,"central","no",25.9602,0.3948413,0.0845154,259.544555555556,0.0016855,0.0014846,0.0015457,NA,NA,NA
"376","123","85",0.0321128,0.431193,0.24924,0.426829,6.16,0.0017677,0.4857143,39.08851,"central","no",25.9602,0.2759197,0.0834453,276.177566666667,0.0015897,0.0016855,0.0014846,0.0015457,NA,NA
"377","123","86",0.0338801,0.390212,0.498305,0.278912,9.67,0.0018374,0.4857143,30.45601,"central","no",25.9602,0.3770492,0.0821975,294.549177777778,0.0017677,0.0015897,0.0016855,0.0014846,0.0015457,NA
"378","123","87",0.0300184,0.48743,0.226361,0.443038,6.49,0.0017609,0.4938776,38.45734,"central","no",25.9602,0.3113553,0.0811938,302.829444444444,0.0018374,0.0017677,0.0015897,0.0016855,0.0014846,0.0015457
"379","125","81",0.0330362,0.311899,0.649326,0.350148,15.39,0.0017074,0.7303852,21.81275,"central","no",22.5819,0.0961792,0.0844627,244.207666666667,NA,NA,NA,NA,NA,NA
"380","125","82",0.0295613,0.290837,0.518265,0.330396,5.99,0.001747,0.7389444,25.08665,"central","no",22.5819,0.0711238,0.0827119,256.676,0.0017074,NA,NA,NA,NA,NA
"381","125","83",0.0264993,0.329912,0.522222,0.391489,11.63,0.0018068,0.7546362,25.20862,"central","no",22.5819,0.0698039,0.0810131,268.438188888889,0.001747,0.0017074,NA,NA,NA,NA
"382","125","84",0.0240551,0.298289,0.521858,0.460733,8.12,0.0019409,0.7717546,29.30406,"central","no",22.5819,0.089698,0.0793613,278.259533333333,0.0018068,0.001747,0.0017074,NA,NA,NA
"383","125","85",0.0230652,0.350532,0.448598,0.421875,9.05,0.001889,0.7831669,32.02308,"central","no",22.5819,0.081488,0.0777309,294.699744444444,0.0019409,0.0018068,0.001747,0.0017074,NA,NA
"384","125","86",0.0237337,0.288854,0.747283,0.352727,8.31,0.0019188,0.8002853,33.27724,"central","no",22.5819,0.0581395,0.0759009,312.925488888889,0.001889,0.0019409,0.0018068,0.001747,0.0017074,NA
"385","125","87",0.0266287,0.269043,0.438961,0.39645,7.36,0.0020097,0.8202568,48.15414,"central","no",22.5819,0.0711078,0.0741533,325.123977777778,0.0019188,0.001889,0.0019409,0.0018068,0.001747,0.0017074
"386","127","81",0.0495042,0.582504,0.125842,0.522634,13.54,0.0007317,1.257407,19.22906,"other","no",34.2799,0.1005976,0.0851622,262.339122222222,NA,NA,NA,NA,NA,NA
"387","127","82",0.050565,0.454035,0.173828,0.569288,11.06,0.0007473,1.268519,21.8595,"other","no",34.2799,0.0856868,0.083393,276.698433333333,0.0007317,NA,NA,NA,NA,NA
"388","127","83",0.0439535,0.437832,0.189066,0.554217,8.43,0.0007306,1.283333,23.81535,"other","no",34.2799,0.073162,0.0816318,295.268144444444,0.0007473,0.0007317,NA,NA,NA,NA
"389","127","84",0.0448501,0.384416,0.222876,0.569811,11,0.0007105,1.298148,25.97524,"other","no",34.2799,0.0803353,0.0799623,308.070533333333,0.0007306,0.0007473,0.0007317,NA,NA,NA
"390","127","85",0.0258142,0.15545,1.68902,0.418773,9.76,0.0012234,1.312963,28.12119,"other","no",34.2799,0.0560561,0.0781521,321.4063,0.0007105,0.0007306,0.0007473,0.0007317,NA,NA
"391","127","86",0.0259867,0.205056,1.29224,0.388693,11.38,0.0013139,1.318519,30.59722,"other","no",34.2799,0.0574257,0.0760691,341.844355555556,0.0012234,0.0007105,0.0007306,0.0007473,0.0007317,NA
"392","127","87",0.0291496,0.179616,1.35814,0.335616,15.99,0.0015829,1.338889,32.02376,"other","no",34.2799,0.0630551,0.0740029,363.365833333333,0.0013139,0.0012234,0.0007105,0.0007306,0.0007473,0.0007317
"393","129","81",0.0839218,0.216807,0.386555,0.423913,8.56,0.0020641,5.702703,27.90159,"other","yes",23.0441,0.1040986,0.0898363,272.703422222222,NA,NA,NA,NA,NA,NA
"394","129","82",0.0777385,0.236874,0.435095,0.403302,7.21,0.0020313,5.816216,31.97548,"other","yes",23.0441,0.1019151,0.0883953,291.808666666667,0.0020641,NA,NA,NA,NA,NA
"395","129","83",0.0634987,0.250626,0.412456,0.522792,7.57,0.0021786,5.881081,47.00812,"other","yes",23.0441,0.0741854,0.0870337,314.892611111111,0.0020313,0.0020641,NA,NA,NA,NA
"396","129","84",0.0661003,0.223792,0.336634,0.411765,8.57,0.0023617,5.967567,44.30112,"other","yes",23.0441,0.0724788,0.0856436,315.198422222222,0.0021786,0.0020313,0.0020641,NA,NA,NA
"397","129","85",0.070914,0.224474,0.395055,0.452693,7.7,0.0024624,6.07027,69.40868,"other","yes",23.0441,0.0638561,0.0842557,335.2932,0.0023617,0.0021786,0.0020313,0.0020641,NA,NA
"398","129","86",0.0763696,0.233699,0.387992,0.435631,8.89,0.0026114,6.194594,59.18588,"other","yes",23.0441,0.0684051,0.0826671,356.032244444444,0.0024624,0.0023617,0.0021786,0.0020313,0.0020641,NA
"399","129","87",0.0834982,0.236601,0.393413,0.415158,9.57,0.0025585,6.286487,67.67963,"other","yes",23.0441,0.0787142,0.0810992,370.837733333333,0.0026114,0.0024624,0.0023617,0.0021786,0.0020313,0.0020641
"400","131","81",0.0218448,0.542373,0.347656,0.449438,10.1,0.0012496,0.4126394,23.54628,"other","no",61.9421,0.3602305,0.0978319,205.0697,NA,NA,NA,NA,NA,NA
"401","131","82",0.0202951,0.498824,0.54717,0.362069,10.15,0.0008596,0.4126394,24.89322,"other","no",61.9421,0.5917603,0.0958842,212.924177777778,0.0012496,NA,NA,NA,NA,NA
